Timestamp;Username;text;retweet_count
Tue Sep 12 07:01:05 +0000 2017;jackie Elena;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Tue Sep 12 06:53:23 +0000 2017;Olivier;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Tue Sep 12 06:42:13 +0000 2017;JeNeSuisRien;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Tue Sep 12 06:13:24 +0000 2017;?Matt?Keen'V?;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Tue Sep 12 05:37:55 +0000 2017;Samouraï ?;RT @raphaedd_: en fait burger king c'est des weebs https://t.co/I5B8t0hSTl;2
Tue Sep 12 05:34:14 +0000 2017;Léo Pond;RT @raphaedd_: en fait burger king c'est des weebs https://t.co/I5B8t0hSTl;2
Tue Sep 12 05:21:35 +0000 2017;Niao;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Tue Sep 12 04:55:22 +0000 2017;ValrocAuronYT;RT @JuliaBayonetta: • 500 #Like 500 #RT et je fais une vidéo dégustation sur ma chaîne YouTube des Burgers Surprises MDRR ! @BurgerKingFR…;316
Tue Sep 12 04:44:06 +0000 2017;Ludmilla;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Tue Sep 12 04:38:41 +0000 2017;mélina;@BurgerKingFR  vous ouvrez quand a Angoulême ?? Ça approche ça approche;0
Tue Sep 12 02:39:17 +0000 2017;Philippe dos Santos;@BurgerKingFR J'attends l'ouverture de celui de Quai de la gare (Paris 13) des infos pour la date officielle ? ?;0
Tue Sep 12 00:11:28 +0000 2017;lordclanes29;@Delmare75 @JpmSansnom @BurgerKingFR @McDonalds En pauvre ,on ne peux aller que la.;0
Tue Sep 12 00:09:55 +0000 2017;Benoit Chaudières;RT @BurgerKingFR: Pas de panique au fond, ce n'est pas pour autant qu'on arrête les burgers. https://t.co/OedXRjowO6;22
Tue Sep 12 00:09:27 +0000 2017;Toutankhamon;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Tue Sep 12 00:05:07 +0000 2017;Benoit Chaudières;@BurgerKingFR Vous faites les petits dejeuners en France?;0
Mon Sep 11 22:36:35 +0000 2017;BABOU04?;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 22:15:24 +0000 2017;JB Bonaventure;Bonjour @BurgerKingFR, est-il possible de se parler en DM pour caler un interview dans le cadre d'un article pr @MunchiesFR ? D'avance merci;0
Mon Sep 11 21:58:58 +0000 2017;?;Pas de questions à se poser c'est  steakhouse direct ! https://t.co/AqeK4oPi8E;0
Mon Sep 11 21:39:11 +0000 2017;Colonna;RT @Delmare75: @LesEchos Menons combat contre le #HALAL:-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Hala…;16
Mon Sep 11 21:24:32 +0000 2017;j'ai pas l'time ??;@Fra_VFC @BurgerKingFR Le truc au chicken woa et le fondant ?????;0
Mon Sep 11 21:24:17 +0000 2017;j'ai pas l'time ??;RT @Fra_VFC: @BurgerKingFR félicitations les gars https://t.co/G78WtyJWwt;1
Mon Sep 11 21:11:57 +0000 2017;Georgie ??;@BurgerKingFR félicitations les gars https://t.co/G78WtyJWwt;1
Mon Sep 11 21:08:22 +0000 2017;Bear Unbeugsam;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 20:46:47 +0000 2017;ma?ime;@bapt_ou_ @BurgerKingFR toujours vérifie ça commande que ce sois chez BK ou au macdo et cie...!;0
Mon Sep 11 20:44:19 +0000 2017;BIWKP;@BurgerKingFR Les mec qui choisissent le Wooper vous êtes tombé dans un Genjutsu https://t.co/Cw1kzdt8v4;0
Mon Sep 11 20:43:19 +0000 2017;???? ??????? ?;@KO2P_ @BurgerKingFR Merci pour les explications ^^;0
Mon Sep 11 20:39:37 +0000 2017;Nicole Kissling;RT @Delmare75: @LesEchos Menons combat contre le #HALAL:-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Hala…;16
Mon Sep 11 20:38:24 +0000 2017;pikkendorff;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 20:35:20 +0000 2017;homo erectus64;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 20:27:06 +0000 2017;Julien Muller;@BurgerKingFR Bh j'prends les 2;0
Mon Sep 11 20:04:48 +0000 2017;DECEARING EGG;Ptdr mais quoi https://t.co/nDeEMNi5i3;0
Mon Sep 11 20:03:32 +0000 2017;biggie smalls;@BurgerKingFR Degueulasse en plus;0
Mon Sep 11 20:03:17 +0000 2017;biggie smalls;Putain y a que moi qui reçoit le king Fish au @BurgerKingFR bande de fdp;2
Mon Sep 11 20:00:12 +0000 2017;Cédric Sarra;RT @FrSondages: Vous préférez McDonald's ou Burger King ?  @BurgerKingFR;6
Mon Sep 11 19:58:21 +0000 2017;mathieu sezille;Un choix c'est se que c'est mais c'est aussi se que ça aurai pu être ou ne pas être https://t.co/p0QSqiHLji;2
Mon Sep 11 19:54:46 +0000 2017;Sonia .;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 19:50:16 +0000 2017;???????;@BurgerKingFR En plus les burgers sont froid et je les avais vu dans le truc chaud en arrivant dans la file ...;0
Mon Sep 11 19:49:21 +0000 2017;???????;@BurgerKingFR c’est pas très sympa je prend 2 burgers mystère et on me met 2 fish !? J’ai une tête à manger du poisson dans un fast-food !?!;0
Mon Sep 11 19:37:47 +0000 2017;Jérôme Coussanes;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 19:34:51 +0000 2017;Martin ???????;@bapt_ou_ @BurgerKingFR Tjs vérifier avant de partir, souvent ils remplissent à moitié les sachets, ici aussi équip… https://t.co/H9r9jO2MDP;0
Mon Sep 11 19:34:08 +0000 2017;Thomas Gasser;@bapt_ou_ @BurgerKingFR Remboursé !;0
Mon Sep 11 19:33:18 +0000 2017;AlbaBianca;@bapt_ou_ @BurgerKingFR Un burger tout seul, ça me fend le cœur;0
Mon Sep 11 19:19:17 +0000 2017;Akuma_AiGhT;@BurgerKingFR Hey, il est pas dans la liste des Birger Mystère celui-là. Rendez l'argent. https://t.co/r53m3fgADI;0
Mon Sep 11 19:18:18 +0000 2017;Baptou;Ils ont oublié mes frites au @BurgerKingFR Dardilly :( mauvaise première expérience de ce restaurant https://t.co/0lTnDfpuL0;0
Mon Sep 11 19:17:09 +0000 2017;sebastien;"@lamontagne_fr @BurgerKing @BurgerKingFR G hâte de découvrir ""sa réponse"" Il va une nouvelle fois trouvé une excuse… https://t.co/4012zR9ooJ";0
Mon Sep 11 19:11:39 +0000 2017;Hannah Ince;RT @PilProd: Quand il y aura un burger king à castries, je viens manger pendant 1 semaines en caleçon léopard @BurgerKingFR ??;4
Mon Sep 11 19:04:46 +0000 2017;Alixdecelles;RT @MathysGlh: @AlexandreMassn @BurgerKingFR ptdr le nullos;1
Mon Sep 11 19:02:10 +0000 2017;S15;Personne ne surpasse le Steakhouse, pas même un autre de vos burger https://t.co/9y056DGRJN;0
Mon Sep 11 19:01:34 +0000 2017;? Célia;mdr non je prend les deux https://t.co/1R64FBrNNt;0
Mon Sep 11 18:53:02 +0000 2017;lyna;On est juste pauvres https://t.co/pn0a2cSIHT;0
Mon Sep 11 18:52:06 +0000 2017;HoX_UGS;@BurgerKingFR je prend le burger mystère au loin je fait des économie et je choisi pas.;0
Mon Sep 11 18:51:58 +0000 2017;DCC ZpkEnergy;@XoalFR @BurgerKingFR Grave ! Seul truc que je suis pas fan c'est le bacon ?;0
Mon Sep 11 18:47:44 +0000 2017;Bonin Sandy;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 18:47:03 +0000 2017;Pure Baby ?;RT @Opalysce: Je choisis d'aller au macdo https://t.co/8VTWnmp0kf;1
Mon Sep 11 18:45:58 +0000 2017;Ariane Chevalier;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 18:44:31 +0000 2017;ratpi;@AlexandreMassn @BurgerKingFR ptdr le nullos;1
Mon Sep 11 18:44:07 +0000 2017;Xøal_FR;@zpkkzyDokkan @BurgerKingFR Aucun burger vers chez moi, mais déjà goûter burger King une tuerie !;0
Mon Sep 11 18:41:31 +0000 2017;M??L;Dans ce cas là, je prends un Double Cheese Bacon XXL https://t.co/PwMyjD2C3B;0
Mon Sep 11 18:39:52 +0000 2017;rapiat;Eh @BurgerKingFR Vous m'avez régalé avec le steakhouse mais j'ai pas eu ma boisson je fais comment ?;0
Mon Sep 11 18:37:41 +0000 2017;Ventilateur Dyson;@BurgerKingFR Vive quick bandes denculééééé;0
Mon Sep 11 18:34:26 +0000 2017;???? ??????? ?;@KO2P_ @BurgerKingFR ah ok, je vois pas trop la difference, mais chacun ses choix ^^;0
Mon Sep 11 18:34:18 +0000 2017;JD;@BurgerKingFR Pas de choix à faire, c'est le steakhouse évidemment;0
Mon Sep 11 18:33:09 +0000 2017;LH aka l'génie?;@666_Redpanda @BurgerKingFR Faut que la viande soit égorgée selon le rite islamique pr qu'on puisse la manger ????;0
Mon Sep 11 18:25:52 +0000 2017;Yhwh Bismuth-Byg;@BurgerKingFR Le temple de la graisse...;0
Mon Sep 11 18:25:05 +0000 2017;Bobby;RT @zpkkzyDokkan: Les burger mystère a 2e à @BurgerKingFR  c'est worth !! ? pour 6e j'ai eu 3 gros burger ? tellement haut dessus burger Ki…;2
Mon Sep 11 18:24:18 +0000 2017;Opalise;Je choisis d'aller au macdo https://t.co/8VTWnmp0kf;1
Mon Sep 11 18:12:19 +0000 2017;Paulo ????;@BurgerKingFR Sinon tu fais le gros et tu prends les 2, c'est bien aussi et tu renonces pas ???;0
Mon Sep 11 18:11:28 +0000 2017;?Em's;@McDonaldsFran et @BurgerKingFR celui qui gagne offre des burger ? https://t.co/i93LNY0J3V;0
Mon Sep 11 18:06:24 +0000 2017;Chav Networks;@BurgerKingFR Y a pas un burger acheté un burger offert ? #newconcept #ideepayante #DefrayerLaChronique;0
Mon Sep 11 18:06:24 +0000 2017;r a f AL e;en fait burger king c'est des weebs https://t.co/I5B8t0hSTl;2
Mon Sep 11 18:04:19 +0000 2017;Hana.;Bah pourquoi pas prendre les deux ? https://t.co/Vd2krXOkcc;0
Mon Sep 11 18:00:25 +0000 2017;Suseiron | Giorno;RT @zpkkzyDokkan: Les burger mystère a 2e à @BurgerKingFR  c'est worth !! ? pour 6e j'ai eu 3 gros burger ? tellement haut dessus burger Ki…;2
Mon Sep 11 17:59:22 +0000 2017;koba;@BurgerKingFR vos burgers mystère on peut tomber sur quoi;0
Mon Sep 11 17:58:40 +0000 2017;kira;@BurgerKingFR mdr allez donne moi mon maxi best of mcchicken frites coca;0
Mon Sep 11 17:54:49 +0000 2017;Suseiron | Giorno;@zpkkzyDokkan @BurgerKingFR j'avoue pour 6 balles c'est boy friend goal;0
Mon Sep 11 17:54:20 +0000 2017;Alexandre;@BurgerKingFR Dans ce cas on vas au mc do;0
Mon Sep 11 17:52:22 +0000 2017;Fredkool44/49 NS;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 17:50:24 +0000 2017;? mains mouettes?;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 17:50:14 +0000 2017;Pierre-?;J'aimais déjà le concept du burger mystère à 2€ chez @BurgerKingFR, mais la pub télé est très bonne aussi ?? https://t.co/cKdkGbAK8g;0
Mon Sep 11 17:49:42 +0000 2017;soufFRANCE;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 17:46:14 +0000 2017;???s;@BurgerKingFR Au pire tu prends un burger mystère :);0
Mon Sep 11 17:40:55 +0000 2017;Slyther. ??;@BurgerKingFR Perso ça sera double cheese bacon;0
Mon Sep 11 17:40:14 +0000 2017;DCC ZpkEnergy;Les burger mystère a 2e à @BurgerKingFR  c'est worth !! ? pour 6e j'ai eu 3 gros burger ? tellement haut dessus bur… https://t.co/6M3vxKzXhO;2
Mon Sep 11 17:35:40 +0000 2017;Axel de Saint Mauxe;Je plains le type payé pour trouver des slogans débiles. https://t.co/yuJAugp4qu;0
Mon Sep 11 17:34:52 +0000 2017;bazile le g?ignier;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 17:34:46 +0000 2017;laëtitia;@BurgerKingFR Vous pouvez pas m'offrir les deux que je puisse choisir ?;0
Mon Sep 11 17:26:49 +0000 2017;Draxx;@BurgerKingFR osef perso je prefere le Chicken TenderCrisp avec supplement bacon... et surtout les oignon rings ^^;0
Mon Sep 11 17:25:37 +0000 2017;mac_fly;@BurgerKingFR à Vesoul je serais le premier comtois à dévorer un whooper rien ne pourrat m'arrêter Même pas #Irma2017 #IrmaHurricane;0
Mon Sep 11 17:20:34 +0000 2017;? ?;RT @JuliaBayonetta: • 500 #Like 500 #RT et je fais une vidéo dégustation sur ma chaîne YouTube des Burgers Surprises MDRR ! @BurgerKingFR…;316
Mon Sep 11 17:17:35 +0000 2017;???? ??????? ?;@KO2P_ @BurgerKingFR Le boeuf c'est pas halal?;0
Mon Sep 11 17:10:58 +0000 2017;LH aka l'génie?;@BurgerKingFR Faites de la viande halal j'ai pleins d'argents à dépenser chez vous.;0
Mon Sep 11 17:03:21 +0000 2017;34;Double Whooper + 1 Chicken c'est la formule gagnante https://t.co/9kbyXT9LaM;0
Mon Sep 11 16:58:07 +0000 2017;AWA;Un menu Whopper pour commencer https://t.co/1uy3gZh7OS;1
Mon Sep 11 16:54:07 +0000 2017;Delaporte Patrick;@Ivodlor @BurgerKingFR Si tu savais .. :'(;0
Mon Sep 11 16:51:24 +0000 2017;PlaisirZen;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 16:49:14 +0000 2017;La Souche?;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 16:48:47 +0000 2017;juguead;"""choisir c'est renoncer"" ptn mes cours d'eco j'en ai marre de la ES https://t.co/CAcuouix3h";0
Mon Sep 11 16:47:51 +0000 2017;?;can't relate. le double whooper c'est une partie de ma famille, de mon sang. https://t.co/2T0ViDt5Mb;0
Mon Sep 11 16:45:38 +0000 2017;Ivodlor #avecle6;@Patrick_1004 @BurgerKingFR La déception d'un Homme #Câlin !;0
Mon Sep 11 16:35:31 +0000 2017;Delaporte Patrick;Me suis fait spoil mon burher mystere par la ticket de caisse. J'exige reparation @BurgerKingFR;0
Mon Sep 11 16:25:18 +0000 2017;Clément - Elyasis;@BurgerKingFR Quand vous devez choisir entre mcdo et KFC car ya toujours pas de Burger King dans votre ville ?;0
Mon Sep 11 16:22:28 +0000 2017;Romain Lubet;@BurgerKingFR bonjour, savez-vous à quelle date ouvre le burger king d'angoulême;0
Mon Sep 11 16:17:15 +0000 2017;Shevin O'Mollet;@BurgerKingFR Le choix est rapide: angry whopper;0
Mon Sep 11 16:14:31 +0000 2017;??;jprend les 2 https://t.co/nj1v3FI81Z;0
Mon Sep 11 16:13:21 +0000 2017;no limit /eazy/;Y'a pas à choisir, c'est Whopper et c'est tout https://t.co/eQ6DfxPe0m;0
Mon Sep 11 16:03:16 +0000 2017;Ju?;On va mettre les choses au clair :Fav pour @BurgerKingFR RT pour @McDonalds https://t.co/rYI3vHjbMA;0
Mon Sep 11 16:01:12 +0000 2017;Aurel??;@BurgerKingFR Ou alors on prend les deux :);0
Mon Sep 11 16:00:03 +0000 2017;Burger King France;"Quand vous devez choisir entre le WHOPPER® et le Steakhouse et que vous comprenez enfin le sens de ""choisir c'est renoncer"". (;´?????`)";52
Mon Sep 11 15:56:56 +0000 2017;Augusta Crochet;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 15:55:31 +0000 2017;Les Av de Marcus ?;Disponible mercredi à 17h30 , petite dégustation de chez @BurgerKingFR @BurgerKing :) https://t.co/63hrgLAP1E;0
Mon Sep 11 15:55:03 +0000 2017;Quart d'heure Droit;#Administratif #Justice : Le droit administratif, ce droit qui va permettre l'ouverture d'un Burger King ! ? ?… https://t.co/sNn2JLbeJe;0
Mon Sep 11 15:51:43 +0000 2017;KRISTEL;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 15:51:31 +0000 2017;Catman3012;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 15:49:06 +0000 2017;Véra;@BurgerKingFR ouvrez en un  à Châteauroux svp https://t.co/UnImPbW6bC;0
Mon Sep 11 15:48:25 +0000 2017;Augusta Crochet;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 15:40:38 +0000 2017;Drothgar 9.6;@th9239 @Papeete987 @lamontagne_fr @BurgerKing @BurgerKingFR Cela fait des années qu'il y a des McDo et Quick à Cle… https://t.co/qC1VOdy4Qi;0
Mon Sep 11 15:26:40 +0000 2017;Lepetit2france ??;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 15:23:46 +0000 2017;@Clémentine;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 15:18:27 +0000 2017;Loupalou;RT @JuliaBayonetta: • 500 #Like 500 #RT et je fais une vidéo dégustation sur ma chaîne YouTube des Burgers Surprises MDRR ! @BurgerKingFR…;316
Mon Sep 11 15:12:28 +0000 2017;maral;@chaperchez @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Le Coq! Pas de Coq......pas de viande!;0
Mon Sep 11 15:11:55 +0000 2017;maral;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 15:11:38 +0000 2017;maral;RT @Delmare75: @nimegue70 @BurgerKingFR @McDonalds Bravo, le combat contre le Halal est prioritaire !;2
Mon Sep 11 15:11:21 +0000 2017;maral;@Delmare75 @BurgerKingFR @McDonalds Et DANONE c est pour quand!;0
Mon Sep 11 15:10:51 +0000 2017;maral;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 15:10:41 +0000 2017;maral;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 14:56:31 +0000 2017;CELLI PANEK Claudine;RT @poleemploi_GE: En @regiongrandest de nombreux #recrutements @BurgerKingFR @KFCFrance #avecPoleEmploi via consultez la #Facebook #poleem…;2
Mon Sep 11 14:56:23 +0000 2017;CELLI PANEK Claudine;RT @poleemploi_GE: En @regiongrandest de nombreux #recrutements @BurgerKingFR @KFCFrance #avecPoleEmploi via consultez la #Facebook #poleem…;2
Mon Sep 11 14:55:14 +0000 2017;Antoine Beretto;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 14:51:11 +0000 2017;Catherine Bunel;RT @poleemploi_GE: En @regiongrandest de nombreux #recrutements @BurgerKingFR @KFCFrance #avecPoleEmploi via consultez la #Facebook #poleem…;2
Mon Sep 11 14:50:07 +0000 2017;Pôle emploi GrandEst;En @regiongrandest de nombreux #recrutements @BurgerKingFR @KFCFrance #avecPoleEmploi via consultez la #Facebook… https://t.co/YHJmtbCo6W;2
Mon Sep 11 14:47:39 +0000 2017;le gaulois??;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 14:45:23 +0000 2017;Pôle emploi GrandEst;En @regiongrandest de nombreux #recrutements @BurgerKingFR @KFCFrance #avecPoleEmploi via consultez la #Facebook #poleemploi #GrandEst;2
Mon Sep 11 14:37:31 +0000 2017;Ju?;Il y a pas une âme charitable pour m'offrir un @BurgerKingFR cette semaine par hasard? https://t.co/XIdBsGPH8p;0
Mon Sep 11 14:34:07 +0000 2017;VM;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 14:33:59 +0000 2017;?Lucassecouilles ?;RT @JuliaBayonetta: • 500 #Like 500 #RT et je fais une vidéo dégustation sur ma chaîne YouTube des Burgers Surprises MDRR ! @BurgerKingFR…;316
Mon Sep 11 14:21:11 +0000 2017;Mike C;@Rara_est_la @BurgerKingFR Quand tu reviens en France;0
Mon Sep 11 14:13:33 +0000 2017;L. ?;RT @JuliaBayonetta: • 500 #Like 500 #RT et je fais une vidéo dégustation sur ma chaîne YouTube des Burgers Surprises MDRR ! @BurgerKingFR…;316
Mon Sep 11 13:50:30 +0000 2017;Goyon Noël;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 13:44:07 +0000 2017;ERIC  ????;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 13:22:32 +0000 2017;Ghislaine;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 13:17:13 +0000 2017;emka;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 12:46:16 +0000 2017;Sonia B;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 12:44:33 +0000 2017;Nicolas ?;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 12:36:05 +0000 2017;Colombani;RT @Delmare75: @LesEchos Menons combat contre le #HALAL:-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Hala…;16
Mon Sep 11 12:29:22 +0000 2017;lyric;y'a pas photo, @BurgerKingFR le s ?? https://t.co/2tzc92mSJP;0
Mon Sep 11 12:28:44 +0000 2017;tata chacha;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 12:27:47 +0000 2017;@stedol-06N;RT @Delmare75: @LesEchos Menons combat contre le #HALAL:-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Hala…;16
Mon Sep 11 12:23:40 +0000 2017;Vox populi - LV ??;RT @chaperchez: @Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 12:22:36 +0000 2017;Vox populi - LV ??;@anniade1 @BurgerKingFR Bravo Anniade, nous devons combattre le Halal;0
Mon Sep 11 12:22:07 +0000 2017;Vox populi - LV ??;RT @anniade1: @Delmare75 @BurgerKingFR Je ne vais jamais ds les boucheries AllalC est immondeViande dégueuProposé douteuse;1
Mon Sep 11 12:21:01 +0000 2017;Allan ??†?;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 12:20:15 +0000 2017;sylvie;RT @Delmare75: Menons combat contre le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal et @Bur…;12
Mon Sep 11 12:14:58 +0000 2017;anniade;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 12:14:55 +0000 2017;anniade;@Delmare75 @BurgerKingFR Je ne vais jamais ds les boucheries AllalC est immondeViande dégueuProposé douteuse;1
Mon Sep 11 12:07:46 +0000 2017;SAN JUAN;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 12:07:11 +0000 2017;Chaperchez?;@Delmare75 @nimegue70 @BurgerKingFR @McDonalds Comme le voile il représente l'invasionON DIT NON https://t.co/MTBh5pARG0;22
Mon Sep 11 11:57:27 +0000 2017;Denis La Malice;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 11:56:13 +0000 2017;Denis La Malice;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 11:53:27 +0000 2017;Oriane ??????;RT @Delmare75: Combattons le #HALAL :-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycottons Quick et @BurgerKing…;54
Mon Sep 11 11:51:52 +0000 2017;Oriane ??????;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
Mon Sep 11 11:51:38 +0000 2017;DeFerTuR ?;RT @Delmare75: Nouveau combat contre le #HALAL-Souffrance animale-Soumission à l'islamisme-Viande impropre e-boliBoycott Halal @BurgerK…;20
